drug_name,drug_id,ind_name,ind_id,NCT,status,phase,DetailedStatus
Bacampicillin,DB01602,Gonorrhea,C0018081,NA,Approved,NA,NA
Bacampicillin,DB01602,Infection of skin AND/OR subcutaneous tissue,C0178299,NA,Approved,NA,NA
Bacampicillin,DB01602,Urinary tract infection,C0042029,NA,Approved,NA,NA
Bacampicillin,DB01602,Pharyngitis,C0031350,NA,Approved,NA,NA
Bacampicillin,DB01602,Sinusitis,C0037199,NA,Approved,NA,NA
Bacampicillin,DB01602,Haemophilus influenzae pneumonia,C0276026,NA,Approved,NA,NA
Bacampicillin,DB01602,Infective otitis media,C0729586,NA,Approved,NA,NA
Meticillin,DB01603,Bacterial sepsis,C0684256,NA,Approved,NA,NA
Meticillin,DB01603,Staphylococcal Pneumonia,C0032308,NA,Approved,NA,NA
Meticillin,DB01603,Infection of skin AND/OR subcutaneous tissue,C0178299,NA,Approved,NA,NA
Meticillin,DB01603,Sinusitis,C0037199,NA,Approved,NA,NA
Tazobactam,DB01606,Pelvic Inflammatory Disease,C0242172,NA,Approved,NA,NA
Tazobactam,DB01606,Diabetic foot infection,C0744130,NA,Approved,NA,NA
Tazobactam,DB01606,Appendicitis,C0003615,NA,Approved,NA,NA
Tazobactam,DB01606,"Pneumonia, Bacterial",C0004626,NA,Approved,NA,NA
Tazobactam,DB01606,Nosocomial pneumonia,C0949083,NA,Approved,NA,NA
Tazobactam,DB01606,Peritonitis,C0031154,NA,Approved,NA,NA
Tazobactam,DB01606,Abdominal Abscess,C0243001,NA,Approved,NA,NA
Tazobactam,DB01606,Infection of skin AND/OR subcutaneous tissue,C0178299,NA,Approved,NA,NA
Tazobactam,DB01606,Haemophilus influenzae pneumonia,C0276026,NA,Approved,NA,NA
Tazobactam,DB01606,Staphylococcus aureus infection,C1318973,NA,Approved,NA,NA
Ticarcillin,DB01607,Enterobacter pneumonia,C1096258,NA,Approved,NA,NA
Ticarcillin,DB01607,Pneumonia due to Escherichia coli,C0276089,NA,Approved,NA,NA
Ticarcillin,DB01607,Lung Abscess,C0024110,NA,Approved,NA,NA
Ticarcillin,DB01607,Infection of skin AND/OR subcutaneous tissue,C0178299,NA,Approved,NA,NA
Ticarcillin,DB01607,Salpingitis,C0036130,NA,Approved,NA,NA
Ticarcillin,DB01607,Klebsiella cystitis,C0520775,NA,Approved,NA,NA
Ticarcillin,DB01607,Escherichia coli urinary tract infection,C0577708,NA,Approved,NA,NA
Ticarcillin,DB01607,Pneumonia due to Pseudomonas,C0155860,NA,Approved,NA,NA
Ticarcillin,DB01607,Serratia Infections,C0085394,NA,Approved,NA,NA
Ticarcillin,DB01607,Enterobacteriaceae Infections,C0014347,NA,Approved,NA,NA
Ticarcillin,DB01607,Sepsis due to Pseudomonas,C2887096,NA,Approved,NA,NA
Ticarcillin,DB01607,"Empyema, Pleural",C0014013,NA,Approved,NA,NA
Ticarcillin,DB01607,Rhinoscleroma,C0035468,NA,Approved,NA,NA
Ticarcillin,DB01607,Proteus pneumonia,C1260917,NA,Approved,NA,NA
Ticarcillin,DB01607,Urinary tract infection,C0042029,NA,Approved,NA,NA
Ticarcillin,DB01607,Intraabdominal Infections,C1112209,NA,Approved,NA,NA
Ticarcillin,DB01607,"Pneumonia, Bacterial",C0004626,NA,Approved,NA,NA
Ticarcillin,DB01607,Osteomyelitis due to Staphylococcus aureus,C1997728,NA,Approved,NA,NA
Ticarcillin,DB01607,Bacterial sepsis,C0684256,NA,Approved,NA,NA
Ticarcillin,DB01607,Sepsis due to Gram negative bacteria,C3163829,NA,Approved,NA,NA
Ticarcillin,DB01607,Haemophilus influenzae pneumonia,C0276026,NA,Approved,NA,NA
Ticarcillin,DB01607,Escherichia coli Infections,C0014836,NA,Approved,NA,NA
Ticarcillin,DB01607,Pelvic Inflammatory Disease,C0242172,NA,Approved,NA,NA
Ticarcillin,DB01607,Staphylococcus aureus infection,C1318973,NA,Approved,NA,NA
Ticarcillin,DB01607,Escherichia coli septicemia,C0276088,NA,Approved,NA,NA
Ticarcillin,DB01607,Bacterial infection due to Klebsiella pneumoniae,C0343402,NA,Approved,NA,NA
Ticarcillin,DB01607,Pelvic abscess,C0030785,NA,Approved,NA,NA
Ticarcillin,DB01607,Bacterial urinary infection,C0729524,NA,Approved,NA,NA
Ticarcillin,DB01607,Genitourinary tract infection,C1279247,NA,Approved,NA,NA
Ticarcillin,DB01607,URINARY TRACT INFECTION CITROBACTER,C0749955,NA,Approved,NA,NA
Ticarcillin,DB01607,Staphylococcal Pneumonia,C0032308,NA,Approved,NA,NA
Ticarcillin,DB01607,Aspiration Pneumonia,C0032290,NA,Approved,NA,NA
Ticarcillin,DB01607,Proteus septicemia,C0577690,NA,Approved,NA,NA
Ticarcillin,DB01607,Sepsis due to Staphylococcus aureus,C2887088,NA,Approved,NA,NA
Deferasirox,DB01609,Chronic iron overload,C1739382,NA,Approved,NA,NA
Deferasirox,DB01609,beta Thalassemia,C0005283,NA,Approved,NA,NA
Hydroxychloroquine,DB01611,"Malaria, Vivax",C0024537,NA,Approved,NA,NA
Hydroxychloroquine,DB01611,"Lupus Erythematosus, Systemic",C0024141,NA,Approved,NA,NA
Hydroxychloroquine,DB01611,Ovale malaria,C0152072,NA,Approved,NA,NA
Hydroxychloroquine,DB01611,Rheumatoid Arthritis,C0003873,NA,Approved,NA,NA
Hydroxychloroquine,DB01611,"Lupus Erythematosus, Discoid",C0024138,NA,Approved,NA,NA
Hydroxychloroquine,DB01611,Quartan malaria,C0024536,NA,Approved,NA,NA
Hydroxychloroquine,DB01611,"Malaria, Falciparum",C0024535,NA,Approved,NA,NA
Amyl Nitrite,DB01612,Toxic effect of cyanide,C0238080,NA,Approved,NA,NA
Aceprometazine,DB01615,Sleeplessness,C0917801,NA,Approved,NA,NA
Molindone,DB01618,Schizophrenia,C0036341,NA,Approved,NA,NA
Phenindamine,DB01619,Allergic Conjunctivitis,C0009766,NA,Approved,NA,NA
Phenindamine,DB01619,Pruritus,C0033774,NA,Approved,NA,NA
Phenindamine,DB01619,Rhinorrhea,C1260880,NA,Approved,NA,NA
Phenindamine,DB01619,Symptomatic dermographism,C0343065,NA,Approved,NA,NA
Phenindamine,DB01619,"Rhinitis, Vasomotor",C0035460,NA,Approved,NA,NA
Phenindamine,DB01619,Urticaria,C0042109,NA,Approved,NA,NA
Phenindamine,DB01619,Nasal congestion (finding),C0027424,NA,Approved,NA,NA
Phenindamine,DB01619,Sneezing,C0037383,NA,Approved,NA,NA
Phenindamine,DB01619,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA
Pheniramine,DB01620,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA
Pheniramine,DB01620,Symptomatic dermographism,C0343065,NA,Approved,NA,NA
Pheniramine,DB01620,Redness of eye,C0235267,NA,Approved,NA,NA
Pheniramine,DB01620,Fever,C0015967,NA,Approved,NA,NA
Pheniramine,DB01620,Hay fever,C0018621,NA,Approved,NA,NA
Pheniramine,DB01620,Itching of eye,C0022281,NA,Approved,NA,NA
Pheniramine,DB01620,Rhinorrhea,C1260880,NA,Approved,NA,NA
Pheniramine,DB01620,Urticaria,C0042109,NA,Approved,NA,NA
Pheniramine,DB01620,Influenza-like symptoms,C0392171,NA,Approved,NA,NA
Pheniramine,DB01620,Sore Throat,C0242429,NA,Approved,NA,NA
Pheniramine,DB01620,Sneezing,C0037383,NA,Approved,NA,NA
Pheniramine,DB01620,Sinus headache,C0037195,NA,Approved,NA,NA
Pheniramine,DB01620,Headache Disorders,C0393735,NA,Approved,NA,NA
Pheniramine,DB01620,Common Cold,C0009443,NA,Approved,NA,NA
Pheniramine,DB01620,Allergic Conjunctivitis,C0009766,NA,Approved,NA,NA
Pheniramine,DB01620,Nasal congestion (finding),C0027424,NA,Approved,NA,NA
Pheniramine,DB01620,Coughing,C0010200,NA,Approved,NA,NA
Pheniramine,DB01620,"Rhinitis, Vasomotor",C0035460,NA,Approved,NA,NA
Pheniramine,DB01620,Pruritus,C0033774,NA,Approved,NA,NA
Pipotiazine,DB01621,Schizophrenia,C0036341,NA,Approved,NA,NA
Thiothixene,DB01623,Schizophrenia,C0036341,NA,Approved,NA,NA
Isopropamide,DB01625,Peptic Ulcer,C0030920,NA,Approved,NA,NA
Pargyline,DB01626,Hypertensive disease,C0020538,NA,Approved,NA,NA
Lincomycin,DB01627,Pneumococcal Infections,C0032269,NA,Approved,NA,NA
Lincomycin,DB01627,Streptococcal Infections,C0038395,NA,Approved,NA,NA
Roflumilast,DB01656,Severe chronic obstructive pulmonary disease,C0730607,NA,Approved,NA,NA
Camphor,DB01744,Sprains and Strains,C0038048,NA,Approved,NA,NA
Camphor,DB01744,Back Pain,C0004604,NA,Approved,NA,NA
Camphor,DB01744,Arthritic pains,C0857177,NA,Approved,NA,NA
Dalfopristin,DB01764,Streptococcus pyogenes infection,C0554628,NA,Approved,NA,NA
Calcipotriol,DB02300,Scalp psoriasis,C0406326,NA,Approved,NA,NA
Calcipotriol,DB02300,Chronic small plaque psoriasis,C0406317,NA,Approved,NA,NA
Vorinostat,DB02546,"Lymphoma, T-Cell, Cutaneous",C0079773,NA,Approved,NA,NA
Cholic Acid,DB02659,Biliary Tract Diseases,C0005424,NA,Approved,NA,NA
Cholic Acid,DB02659,Cholelithiasis,C0008350,NA,Approved,NA,NA
Cholic Acid,DB02659,Constipation,C0009806,NA,Approved,NA,NA
Cholic Acid,DB02659,Incomplete passage of stool,C0426639,NA,Approved,NA,NA
Cholic Acid,DB02659,3-Beta-hydroxy-delta-5-C27-steroid dehydrogenase deficiency,C0342826,NA,Approved,NA,NA
Cholic Acid,DB02659,Delta-4-3-oxosteroid-5-beta-reductase deficiency,C0342827,NA,Approved,NA,NA
Cholic Acid,DB02659,"Xanthomatosis, Cerebrotendinous",C0238052,NA,Approved,NA,NA
Nicotinamide,DB02701,Acne Vulgaris,C0001144,NA,Approved,NA,NA
Nicotinamide,DB02701,Pellagra,C0030783,NA,Approved,NA,NA
Fusidic Acid,DB02703,Pneumonia due to Escherichia coli,C0276089,NA,Approved,NA,NA
Fusidic Acid,DB02703,Furunculosis,C0016867,NA,Approved,NA,NA
Fusidic Acid,DB02703,Bacterial keratitis,C0854211,NA,Approved,NA,NA
Fusidic Acid,DB02703,Gingivostomatitis,C0149704,NA,Approved,NA,NA
Fusidic Acid,DB02703,Endemic Flea-Borne Typhus,C0041472,NA,Approved,NA,NA
Fusidic Acid,DB02703,Pharyngitis,C0031350,NA,Approved,NA,NA
Fusidic Acid,DB02703,Rosacea,C0035854,NA,Approved,NA,NA
Fusidic Acid,DB02703,Keratoconjunctivitis,C0022573,NA,Approved,NA,NA
Fusidic Acid,DB02703,Acute gonococcal endometritis,C0153196,NA,Approved,NA,NA
Fusidic Acid,DB02703,Herpes zoster keratitis,C1275687,NA,Approved,NA,NA
Fusidic Acid,DB02703,Escherichia coli septicemia,C0276088,NA,Approved,NA,NA
Fusidic Acid,DB02703,Anthrax disease,C0003175,NA,Approved,NA,NA
Fusidic Acid,DB02703,Peritonitis,C0031154,NA,Approved,NA,NA
Fusidic Acid,DB02703,Osteomyelitis due to Staphylococcus aureus,C1997728,NA,Approved,NA,NA
Fusidic Acid,DB02703,Tularemia,C0041351,NA,Approved,NA,NA
Fusidic Acid,DB02703,Infection of bone,C2242472,NA,Approved,NA,NA
Fusidic Acid,DB02703,Brucellosis,C0006309,NA,Approved,NA,NA
Fusidic Acid,DB02703,Staphylococcal Pneumonia,C0032308,NA,Approved,NA,NA
Fusidic Acid,DB02703,Acute gonococcal urethritis,C0275652,NA,Approved,NA,NA
Fusidic Acid,DB02703,non-gonococcal urethritis (NGU),C1112709,NA,Approved,NA,NA
Fusidic Acid,DB02703,Intraabdominal Infections,C1112209,NA,Approved,NA,NA
Fusidic Acid,DB02703,Sinusitis,C0037199,NA,Approved,NA,NA
Fusidic Acid,DB02703,Gonorrhea,C0018081,NA,Approved,NA,NA
Fusidic Acid,DB02703,Actinomycosis,C0001261,NA,Approved,NA,NA
Fusidic Acid,DB02703,Sepsis due to Pseudomonas,C2887096,NA,Approved,NA,NA
Fusidic Acid,DB02703,Pneumonia due to Pseudomonas,C0155860,NA,Approved,NA,NA
Fusidic Acid,DB02703,Granuloma Inguinale,C0018190,NA,Approved,NA,NA
Fusidic Acid,DB02703,Rickettsia Infections,C0035585,NA,Approved,NA,NA
Fusidic Acid,DB02703,Yaws,C0043388,NA,Approved,NA,NA
Fusidic Acid,DB02703,Boutonneuse Fever,C0006060,NA,Approved,NA,NA
Fusidic Acid,DB02703,Corneal Perforation,C0339293,NA,Approved,NA,NA
Fusidic Acid,DB02703,Serratia sepsis,C0152973,NA,Approved,NA,NA
Fusidic Acid,DB02703,Citrobacter sepsis,C1096254,NA,Approved,NA,NA
Fusidic Acid,DB02703,Q Fever,C0034362,NA,Approved,NA,NA
Fusidic Acid,DB02703,Bacterial sepsis,C0684256,NA,Approved,NA,NA
Fusidic Acid,DB02703,Q fever endocarditis,C0340354,NA,Approved,NA,NA
Fusidic Acid,DB02703,Pneumococcal Infections,C0032269,NA,Approved,NA,NA
Fusidic Acid,DB02703,"Meningitis, Bacterial",C0085437,NA,Approved,NA,NA
Fusidic Acid,DB02703,Sepsis of the newborn,C0456103,NA,Approved,NA,NA
Fusidic Acid,DB02703,Mycoplasma pneumonia,C0032302,NA,Approved,NA,NA
Fusidic Acid,DB02703,Inhalational anthrax,C0155866,NA,Approved,NA,NA
Fusidic Acid,DB02703,Dacryocystitis,C0010930,NA,Approved,NA,NA
Fusidic Acid,DB02703,Rhinoscleroma,C0035468,NA,Approved,NA,NA
Fusidic Acid,DB02703,Bacterial infection due to Klebsiella pneumoniae,C0343402,NA,Approved,NA,NA
Fusidic Acid,DB02703,Urinary tract infection,C0042029,NA,Approved,NA,NA
Fusidic Acid,DB02703,Sepsis due to Gram negative bacteria,C3163829,NA,Approved,NA,NA
Fusidic Acid,DB02703,Gonorrhea of pharynx,C0149966,NA,Approved,NA,NA
Fusidic Acid,DB02703,Listeriosis,C0023860,NA,Approved,NA,NA
Fusidic Acid,DB02703,Cholangitis,C0008311,NA,Approved,NA,NA
Fusidic Acid,DB02703,Allergic Conjunctivitis,C0009766,NA,Approved,NA,NA
Fusidic Acid,DB02703,Anterior uveitis,C0042165,NA,Approved,NA,NA
Fusidic Acid,DB02703,Relapsing Fever,C0035021,NA,Approved,NA,NA
Fusidic Acid,DB02703,Bacterial conjunctivitis,C0009768,NA,Approved,NA,NA
Fusidic Acid,DB02703,Acne Vulgaris,C0001144,NA,Approved,NA,NA
Fusidic Acid,DB02703,Cutaneous anthrax,C0003177,NA,Approved,NA,NA
Fusidic Acid,DB02703,Infective otitis media,C0729586,NA,Approved,NA,NA
Fusidic Acid,DB02703,Meibomianitis,C0549398,NA,Approved,NA,NA
Fusidic Acid,DB02703,Trachoma,C0040592,NA,Approved,NA,NA
Fusidic Acid,DB02703,Rocky Mountain Spotted Fever,C0035793,NA,Approved,NA,NA
Fusidic Acid,DB02703,Gonorrhea of rectum,C0275665,NA,Approved,NA,NA
Fusidic Acid,DB02703,Paronychia Inflammation,C0030578,NA,Approved,NA,NA
Fusidic Acid,DB02703,Folliculitis,C0016436,NA,Approved,NA,NA
Fusidic Acid,DB02703,Chancroids,C0007947,NA,Approved,NA,NA
Fusidic Acid,DB02703,Escherichia coli Infections,C0014836,NA,Approved,NA,NA
Fusidic Acid,DB02703,Brill-Zinsser Disease,C0006181,NA,Approved,NA,NA
Fusidic Acid,DB02703,Infection due to Pseudomonas aeruginosa,C0276075,NA,Approved,NA,NA
Fusidic Acid,DB02703,Neonatal meningitis,C0456107,NA,Approved,NA,NA
Fusidic Acid,DB02703,Cholera,C0008354,NA,Approved,NA,NA
Fusidic Acid,DB02703,Bacterial peritonitis,C0341503,NA,Approved,NA,NA
Fusidic Acid,DB02703,Neonatal pneumonia,C0339968,NA,Approved,NA,NA
Fusidic Acid,DB02703,"Typhus, Epidemic Louse-Borne",C0041473,NA,Approved,NA,NA
Fusidic Acid,DB02703,Pseudomonas aeruginosa meningitis,C3665869,NA,Approved,NA,NA
Fusidic Acid,DB02703,Enterobacteriaceae Infections,C0014347,NA,Approved,NA,NA
Fusidic Acid,DB02703,Bronchitis,C0006277,NA,Approved,NA,NA
Fusidic Acid,DB02703,Acute gonococcal cervicitis,C0153195,NA,Approved,NA,NA
Fusidic Acid,DB02703,Acute gonococcal epididymo-orchitis,C0153193,NA,Approved,NA,NA
Fusidic Acid,DB02703,Klebsiella sepsis,C0745528,NA,Approved,NA,NA
Fusidic Acid,DB02703,Syphilis,C0039128,NA,Approved,NA,NA
Fusidic Acid,DB02703,Psittacosis,C0029291,NA,Approved,NA,NA
Fusidic Acid,DB02703,TYPHUS,C0041471,NA,Approved,NA,NA
Fusidic Acid,DB02703,Blepharoconjunctivitis,C0005743,NA,Approved,NA,NA
Fusidic Acid,DB02703,Enterobacter pneumonia,C1096258,NA,Approved,NA,NA
Fusidic Acid,DB02703,Lymphogranuloma Venereum,C0024286,NA,Approved,NA,NA
Fusidic Acid,DB02703,Chlamydia Infections,C0008149,NA,Approved,NA,NA
Fusidic Acid,DB02703,Gastrointestinal anthrax,C0152945,NA,Approved,NA,NA
Fusidic Acid,DB02703,Proteus pneumonia,C1260917,NA,Approved,NA,NA
Fusidic Acid,DB02703,Arthropathy associated with infection,C0157749,NA,Approved,NA,NA
Fusidic Acid,DB02703,Chlamydia trachomatis infection of genital structure,C1997322,NA,Approved,NA,NA
Fusidic Acid,DB02703,Rickettsialpox,C0035597,NA,Approved,NA,NA
Fusidic Acid,DB02703,Infection of skin AND/OR subcutaneous tissue,C0178299,NA,Approved,NA,NA
Fusidic Acid,DB02703,"Pneumonia, Bacterial",C0004626,NA,Approved,NA,NA
Fusidic Acid,DB02703,Infective blepharitis,C0729587,NA,Approved,NA,NA
Fusidic Acid,DB02703,Nosocomial pneumonia,C0949083,NA,Approved,NA,NA
Fusidic Acid,DB02703,Proteus septicemia,C0577690,NA,Approved,NA,NA
Fusidic Acid,DB02703,Punctate keratitis,C0259799,NA,Approved,NA,NA
Fusidic Acid,DB02703,Streptococcal Infections,C0038395,NA,Approved,NA,NA
Fusidic Acid,DB02703,Bartonella Infections,C0004771,NA,Approved,NA,NA
Fusidic Acid,DB02703,Pneumonia,C0032285,NA,Approved,NA,NA
Fusidic Acid,DB02703,Scrub Typhus,C0036472,NA,Approved,NA,NA
Fusidic Acid,DB02703,Staphylococcus aureus infection,C1318973,NA,Approved,NA,NA
Fusidic Acid,DB02703,Serratia Infections,C0085394,NA,Approved,NA,NA
Fusidic Acid,DB02703,Corneal abrasion,C0010032,NA,Approved,NA,NA
Fusidic Acid,DB02703,GONOCOCCAL INFECTION DISSEMINATED,C0744451,NA,Approved,NA,NA
Acetic acid,DB03166,Otitis Externa,C0029878,NA,Approved,NA,NA
Oteracil,DB03209,Malignant neoplasm of stomach,C0024623,NA,Approved,NA,NA
Phenol,DB03255,Skin irritation,C0152030,NA,Approved,NA,NA
Phenol,DB03255,Mouth irritation,C0235339,NA,Approved,NA,NA
Phenol,DB03255,Pruritus,C0033774,NA,Approved,NA,NA
Hemin,DB03404,Acute intermittent porphyria,C0162565,NA,Approved,NA,NA
Deoxycholic Acid,DB03619,Excess subcutaneous fat,C0424620,NA,Approved,NA,NA
Benzoic Acid,DB03793,Dermatomyositis,C0011633,NA,Approved,NA,NA
Benzoic Acid,DB03793,Scleroderma,C0011644,NA,Approved,NA,NA
Benzoic Acid,DB03793,Morphea,C1527383,NA,Approved,NA,NA
Benzoic Acid,DB03793,Peyronie Disease,C0030848,NA,Approved,NA,NA
Benzoic Acid,DB03793,Pemphigus,C0030807,NA,Approved,NA,NA
Benzoic Acid,DB03793,Hyperammonemia,C0220994,NA,Approved,NA,NA
Formaldehyde,DB03843,Influenza,C0021400,NA,Approved,NA,NA
Urea,DB03904,Impacted cerumen,C0021092,NA,Approved,NA,NA
Urea,DB03904,Exanthema,C0015230,NA,Approved,NA,NA
Urea,DB03904,Contact Dermatitis,C0011616,NA,Approved,NA,NA
Urea,DB03904,Scurfiness of scalp,C0423775,NA,Approved,NA,NA
Urea,DB03904,Seborrheic dermatitis,C0036508,NA,Approved,NA,NA
Urea,DB03904,Tinea Versicolor,C0040262,NA,Approved,NA,NA
Lactic Acid,DB04398,Pruritus,C0033774,NA,Approved,NA,NA
Lactose,DB04465,Lactose Intolerance,C0022951,NA,Approved,NA,NA
Trioxsalen,DB04571,Photosensitivity of skin,C0349506,NA,Approved,NA,NA
Trioxsalen,DB04571,Vitiligo,C0042900,NA,Approved,NA,NA
Thiotepa,DB04572,Hodgkin Disease,C0019829,NA,Approved,NA,NA
Thiotepa,DB04572,"Pleural Effusion, Malignant",C0080032,NA,Approved,NA,NA
Thiotepa,DB04572,Malignant neoplasm of ovary,C1140680,NA,Approved,NA,NA
Thiotepa,DB04572,"Lymphoma, Non-Hodgkin",C0024305,NA,Approved,NA,NA
Thiotepa,DB04572,Malignant epithelial neoplasm of female breast,C3163805,NA,Approved,NA,NA
Thiotepa,DB04572,Malignant ascites,C0220656,NA,Approved,NA,NA
Thiotepa,DB04572,Malignant pericardial effusion,C0220655,NA,Approved,NA,NA
Thiotepa,DB04572,Malignant neoplasm of urinary bladder,C0005684,NA,Approved,NA,NA
Estrone sulfate,DB04574,Atrophic Vaginitis,C0221392,NA,Approved,NA,NA
Quinestrol,DB04575,Female hypogonadism syndrome,C0271578,NA,Approved,NA,NA
Quinestrol,DB04575,Hot flushes,C0600142,NA,Approved,NA,NA
Quinestrol,DB04575,Atrophic Vaginitis,C0221392,NA,Approved,NA,NA
Suramin,DB04786,African Trypanosomiasis,C0041228,NA,Approved,NA,NA
Clofedanol,DB04837,Coughing,C0010200,NA,Approved,NA,NA
Clofedanol,DB04837,Common Cold,C0009443,NA,Approved,NA,NA
Clofedanol,DB04837,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA
Clofedanol,DB04837,"Rhinitis, Vasomotor",C0035460,NA,Approved,NA,NA
Clofedanol,DB04837,Rhinorrhea,C1260880,NA,Approved,NA,NA
Clofedanol,DB04837,Nasal congestion (finding),C0027424,NA,Approved,NA,NA
Clofedanol,DB04837,Rhinitis,C0035455,NA,Approved,NA,NA
Fluspirilene,DB04842,Schizophrenia,C0036341,NA,Approved,NA,NA
Mepenzolate,DB04843,Gastric ulcer,C0038358,NA,Approved,NA,NA
Mepenzolate,DB04843,Peptic Ulcer,C0030920,NA,Approved,NA,NA
Ixabepilone,DB04845,Breast Carcinoma,C0678222,NA,Approved,NA,NA
Ixabepilone,DB04845,Carcinoma breast stage IV,C0278488,NA,Approved,NA,NA
Celiprolol,DB04846,Hypertensive disease,C0020538,NA,Approved,NA,NA
Febuxostat,DB04854,Hyperuricemia,C0740394,NA,Approved,NA,NA
Dronedarone,DB04855,Paroxysmal atrial fibrillation,C0235480,NA,Approved,NA,NA
Nebivolol,DB04861,Hypertensive disease,C0020538,NA,Approved,NA,NA
Homoharringtonine,DB04865,"Myeloid Leukemia, Chronic",C0023473,NA,Approved,NA,NA
Nilotinib,DB04868,"Leukemia, Myeloid, Accelerated Phase",C0023472,NA,Approved,NA,NA
Nilotinib,DB04868,Philadelphia chromosome positive chronic myelogenous leukemia,C0279543,NA,Approved,NA,NA
Nilotinib,DB04868,"Leukemia, Myeloid, Chronic-Phase",C0023474,NA,Approved,NA,NA
Lorcaserin,DB04871,Obesity,C0028754,NA,Approved,NA,NA
Vildagliptin,DB04876,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,NA,Approved,NA,NA
Voglibose,DB04878,Gaucher Disease,C0017205,NA,Approved,NA,NA
Voglibose,DB04878,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,NA,Approved,NA,NA
Bepotastine,DB04890,Allergic Conjunctivitis,C0009766,NA,Approved,NA,NA
Pegaptanib,DB04895,Exudative age-related macular degeneration,C0271084,NA,Approved,NA,NA
Milnacipran,DB04896,Fibromyalgia,C0016053,NA,Approved,NA,NA
Lucinactant,DB04897,"Respiratory Distress Syndrome, Newborn",C0035220,NA,Approved,NA,NA
Nesiritide,DB04899,Decompensated chronic heart failure,C1827266,NA,Approved,NA,NA
Nesiritide,DB04899,Decompensated cardiac failure,C0581377,NA,Approved,NA,NA
Flibanserin,DB04908,Hypoactive Sexual Desire Disorder,C0020594,NA,Approved,NA,NA
Oritavancin,DB04911,"Skin Diseases, Bacterial",C0162627,NA,Approved,NA,NA
Oritavancin,DB04911,Staphylococcal Skin Infections,C0038166,NA,Approved,NA,NA
Oritavancin,DB04911,Streptococcal infection of skin,C1274355,NA,Approved,NA,NA
Clevidipine,DB04920,Hypertensive disease,C0020538,NA,Approved,NA,NA
Permethrin,DB04930,Scabies <infestation>,C0036262,NA,Approved,NA,NA
Permethrin,DB04930,Pediculus capitis infestation,C0030757,NA,Approved,NA,NA
Permethrin,DB04930,Infestation by Phthirus pubis,C0030759,NA,Approved,NA,NA
Permethrin,DB04930,Body louse infestation,C0030758,NA,Approved,NA,NA
Afamelanotide,DB04931,Erythropoietic Protoporphyria,C0162568,NA,Approved,NA,NA
Defibrotide,DB04932,Hepatic Veno-Occlusive Disease,C0019156,NA,Approved,NA,NA
Ospemifene,DB04938,Dyspareunia,C1384606,NA,Approved,NA,NA
Crofelemer,DB04941,Non-infective diarrhea,C0267436,NA,Approved,NA,NA
Tamibarotene,DB04942,Acute Promyelocytic Leukemia,C0023487,NA,Approved,NA,NA
Iloperidone,DB04946,Schizophrenia,C0036341,NA,Approved,NA,NA
Lofexidine,DB04948,Opioid withdrawal,C0029104,NA,Approved,NA,NA
Ingenol Mebutate,DB05013,Actinic keratosis,C0022602,NA,Approved,NA,NA
Belinostat,DB05015,Peripheral T-Cell Lymphoma,C0079774,NA,Approved,NA,NA
Ataluren,DB05016,"Muscular Dystrophy, Duchenne",C0013264,NA,Approved,NA,NA
Trabectedin,DB05109,Malignant neoplasm of ovary,C1140680,NA,Approved,NA,NA
Trabectedin,DB05109,liposarcoma,C0023827,NA,Approved,NA,NA
Trabectedin,DB05109,leiomyosarcoma,C0023269,NA,Approved,NA,NA
Cobimetinib,DB05239,"Malignant melanoma, metastatic",C0860594,NA,Approved,NA,NA
Silver sulfadiazine,DB05245,Skin Ulcer,C0037299,NA,Approved,NA,NA
Methsuximide,DB05246,Absence Epilepsy,C0014553,NA,Approved,NA,NA
Methsuximide,DB05246,Epilepsy,C0014544,NA,Approved,NA,NA
Glatiramer Acetate,DB05259,Multiple Sclerosis,C0026769,NA,Approved,NA,NA
Ecabet,DB05265,Peptic Ulcer,C0030920,NA,Approved,NA,NA
Ibudilast,DB05266,Asthma,C0004096,NA,Approved,NA,NA
Rotigotine,DB05271,Restless Legs Syndrome,C0035258,NA,Approved,NA,NA
Rotigotine,DB05271,Parkinson Disease,C0030567,NA,Approved,NA,NA
Vandetanib,DB05294,Malignant epithelial neoplasm of thyroid,C3163939,NA,Approved,NA,NA
Ecallantide,DB05311,"Angioedemas, Hereditary",C0019243,NA,Approved,NA,NA
Romiplostim,DB05332,Chronic idiopathic thrombocytopenic purpura,C0272293,NA,Approved,NA,NA
Obiltoxaximab,DB05336,Inhalational anthrax,C0155866,NA,Approved,NA,NA
Telaprevir,DB05521,"Hepatitis C, Chronic",C0524910,NA,Approved,NA,NA
Mipomersen,DB05528,Familial hypercholesterolemia - homozygous,C0342881,NA,Approved,NA,NA
Ramucirumab,DB05578,Gastric Adenocarcinoma,C0278701,NA,Approved,NA,NA
Ramucirumab,DB05578,Non-Small Cell Lung Carcinoma,C0007131,NA,Approved,NA,NA
Sodium stibogluconate,DB05630,Leishmaniasis,C0023281,NA,Approved,NA,NA
