"geneNID"	"geneId"	"geneNmea"	"geneDescription"	"pLI"	"DSI"	"DPI"
"25433"	"107985405"	"LOC107985405"	"uncharacterized LOC107985405"			
"25434"	"107985412"	"LOC107985412"	"uncharacterized LOC107985412"			
"25435"	"107985416"	"LOC107985416"	"translation initiation factor IF-2-like"			
"25436"	"107985420"	"LOC107985420"	"uncharacterized LOC107985420"			
"25437"	"107985429"	"LOC107985429"	"uncharacterized LOC107985429"			
"25438"	"107985430"	"LOC107985430"	"uncharacterized LOC107985430"			
"25439"	"107985440"	"LOC107985440"	"uncharacterized LOC107985440"			
"25440"	"107985457"	"LINC02770"	"long intergenic non-protein coding RNA 2770"		"1"	"0.077"
"25441"	"107985463"	"LINC01641"	"long intergenic non-protein coding RNA 1641"			
"25442"	"107985471"	"PEF1-AS1"	"PEF1 and COL16A1 antisense RNA 1"			
"25443"	"107985478"	"LOC107985478"	"uncharacterized LOC107985478"			
"25444"	"107985481"	"LOC107985481"	"uncharacterized LOC107985481"			
"25445"	"107985492"	"LOC107985492"	"uncharacterized LOC107985492"			
"25446"	"107985502"	"LOC107985502"	"uncharacterized LOC107985502"			
"25447"	"107985505"	"LOC107985505"	"uncharacterized LOC107985505"			
"25448"	"107985507"	"LOC107985507"	"uncharacterized LOC107985507"			
"25449"	"107985508"	"LOC107985508"	"uncharacterized LOC107985508"			
"25450"	"107985511"	"LOC107985511"	"uncharacterized LOC107985511"			
"25451"	"107985515"	"LOC107985515"	"uncharacterized LOC107985515"			
"25452"	"107985517"	"LOC107985517"	"uncharacterized LOC107985517"			
"25453"	"107985532"	"LOC107985532"	"uncharacterized LOC107985532"			
"25454"	"107985535"	"LOC107985535"	"uncharacterized LOC107985535"			
"25455"	"107985536"	"LOC107985536"	"uncharacterized LOC107985536"			
"25456"	"107985538"	"LOC107985538"	"uncharacterized LOC107985538"			
"25457"	"107985541"	"LOC107985541"	"uncharacterized LOC107985541"			
"25458"	"107985544"	"LOC107985544"	"uncharacterized LOC107985544"			
"25459"	"107985545"	"LOC107985545"	"uncharacterized LOC107985545"			
"25460"	"107985551"	"LOC107985551"	"uncharacterized LOC107985551"			
"25461"	"107985554"	"LOC107985554"	"uncharacterized LOC107985554"			
"25462"	"107985558"	"LOC107985558"	"uncharacterized LOC107985558"			
"25463"	"107985568"	"LOC107985568"	"uncharacterized LOC107985568"			
"25464"	"107985577"	"LOC107985577"	"uncharacterized LOC107985577"			
"25465"	"107985578"	"NCF4-AS1"	"NCF4 antisense RNA 1"		"1"	"0.038"
"25466"	"107985588"	"LOC107985588"	"uncharacterized LOC107985588"			
"25467"	"107985594"	"LOC107985594"	"uncharacterized LOC107985594"			
"25468"	"107985635"	"LOC107985635"	"uncharacterized LOC107985635"			
"25469"	"107985669"	"LOC107985669"	"uncharacterized LOC107985669"			
"25470"	"107985670"	"LOC107985670"	"uncharacterized LOC107985670"			
"25471"	"107985678"	"LOC107985678"	"uncharacterized LOC107985678"			
"25472"	"107985688"	"LOC107985688"	"uncharacterized LOC107985688"			
"25473"	"107985690"	"LOC107985690"	"uncharacterized LOC107985690"			
"25474"	"107985698"	"LOC107985698"	"uncharacterized LOC107985698"			
"25475"	"107985705"	"LOC107985705"	"uncharacterized LOC107985705"			
"25476"	"107985733"	"LOC107985733"	"uncharacterized LOC107985733"			
"25477"	"107985743"	"LOC107985743"	"uncharacterized LOC107985743"			
"25478"	"107985745"	"LOC107985745"	"uncharacterized LOC107985745"			
"25479"	"107985767"	"LOC107985767"	"uncharacterized LOC107985767"			
"25480"	"107985770"	"LOC107985770"	"MANTIS"		"0.805"	"0.154"
"25481"	"107985779"	"LOC107985779"	"uncharacterized LOC107985779"			
"25482"	"107985781"	"FSIP2-AS1"	"FSIP2 antisense RNA 1"		"1"	
"25483"	"107985783"	"LOC107985783"	"uncharacterized LOC107985783"			
"25484"	"107985809"	"LOC107985809"	"uncharacterized LOC107985809"			
"25485"	"107985814"	"LOC107985814"	"uncharacterized LOC107985814"			
"25486"	"107985816"	"LINC01956"	"long intergenic non-protein coding RNA 1956"			
"25487"	"107985833"	"LOC107985833"	"uncharacterized LOC107985833"			
"25488"	"107985835"	"LOC107985835"	"uncharacterized LOC107985835"			
"25489"	"107985840"	"LOC107985840"	"uncharacterized LOC107985840"			
"25490"	"107985842"	"LOC107985842"	"uncharacterized LOC107985842"			
"25491"	"107985847"	"LOC107985847"	"uncharacterized LOC107985847"			
"25492"	"107985868"	"LOC107985868"	"uncharacterized LOC107985868"			
"25493"	"107985869"	"LOC107985869"	"uncharacterized LOC107985869"			
"25494"	"107985872"	"LOC107985872"	"uncharacterized LOC107985872"			
"25495"	"107985874"	"LOC107985874"	"uncharacterized LOC107985874"			
"25496"	"107985876"	"LOC107985876"	"uncharacterized LOC107985876"			
"25497"	"107985879"	"LINC01833"	"long intergenic non-protein coding RNA 1833"			
"25498"	"107985882"	"LOC107985882"	"uncharacterized LOC107985882"			
"25499"	"107985885"	"LOC107985885"	"uncharacterized LOC107985885"			
"25500"	"107985889"	"LOC107985889"	"uncharacterized LOC107985889"			
"25501"	"107985892"	"LOC107985892"	"uncharacterized LOC107985892"			
"25502"	"107985897"	"LOC107985897"	"uncharacterized LOC107985897"			
"25503"	"107985900"	"LOC107985900"	"uncharacterized LOC107985900"			
"25504"	"107985902"	"LOC107985902"	"uncharacterized LOC107985902"			
"25505"	"107985926"	"LOC107985926"	"uncharacterized LOC107985926"			
"25506"	"107985928"	"LINC01965"	"long intergenic non-protein coding RNA 1965"		"1"	"0.077"
"25507"	"107985933"	"LOC107985933"	"uncharacterized LOC107985933"			
"25508"	"107985934"	"LOC107985934"	"uncharacterized LOC107985934"			
"25509"	"107985940"	"LOC107985940"	"uncharacterized LOC107985940"			
"25510"	"107985942"	"LOC107985942"	"uncharacterized LOC107985942"			
"25511"	"107985947"	"LOC107985947"	"uncharacterized LOC107985947"			
"25512"	"107985948"	"LOC107985948"	"uncharacterized LOC107985948"			
"25513"	"107985955"	"LOC107985955"	"uncharacterized LOC107985955"			
"25514"	"107985959"	"LOC107985959"	"uncharacterized LOC107985959"			
"25515"	"107985960"	"LOC107985960"	"uncharacterized LOC107985960"			
"25516"	"107985961"	"LOC107985961"	"uncharacterized LOC107985961"			
"25517"	"107985965"	"LOC107985965"	"uncharacterized LOC107985965"			
"25518"	"107985967"	"LOC107985967"	"uncharacterized LOC107985967"			
"25519"	"107985969"	"LOC107985969"	"uncharacterized LOC107985969"			
"25520"	"107985978"	"LOC107985978"	"uncharacterized LOC107985978"			
"25521"	"107985979"	"LOC107985979"	"uncharacterized LOC107985979"			
"25522"	"107985980"	"LOC107985980"	"uncharacterized LOC107985980"			
"25523"	"107985981"	"LOC107985981"	"uncharacterized LOC107985981"			
"25524"	"107985988"	"LOC107985988"	"uncharacterized LOC107985988"			
"25525"	"107985990"	"LOC107985990"	"uncharacterized LOC107985990"			
"25526"	"107985991"	"LOC107985991"	"uncharacterized LOC107985991"			
"25527"	"107985992"	"LOC107985992"	"uncharacterized LOC107985992"			
"25528"	"107986001"	"LOC107986001"	"uncharacterized LOC107986001"			
"25529"	"107986003"	"LOC107986003"	"uncharacterized LOC107986003"			
"25530"	"107986007"	"LOC107986007"	"uncharacterized LOC107986007"			
"25531"	"107986011"	"LOC107986011"	"uncharacterized LOC107986011"			
"25532"	"107986018"	"LOC107986018"	"uncharacterized LOC107986018"			
"25533"	"107986022"	"LOC107986022"	"uncharacterized LOC107986022"			
"25534"	"107986023"	"LOC107986023"	"uncharacterized LOC107986023"			
"25535"	"107986040"	"LOC107986040"	"uncharacterized LOC107986040"			
"25536"	"107986041"	"LINC01967"	"long intergenic non-protein coding RNA 1967"		"0.931"	"0.115"
"25537"	"107986043"	"LOC107986043"	"uncharacterized LOC107986043"			
"25538"	"107986047"	"LOC107986047"	"uncharacterized LOC107986047"			
"25539"	"107986051"	"LOC107986051"	"uncharacterized LOC107986051"			
"25540"	"107986057"	"LOC107986057"	"uncharacterized LOC107986057"			
"25541"	"107986061"	"LOC107986061"	"uncharacterized LOC107986061"			
"25542"	"107986063"	"LOC107986063"	"uncharacterized LOC107986063"			
"25543"	"107986066"	"LOC107986066"	"uncharacterized LOC107986066"			
"25544"	"107986073"	"LOC107986073"	"uncharacterized LOC107986073"			
"25545"	"107986077"	"LOC107986077"	"uncharacterized LOC107986077"			
"25546"	"107986079"	"LOC107986079"	"uncharacterized LOC107986079"			
"25547"	"107986082"	"LOC107986082"	"uncharacterized LOC107986082"			
"25548"	"107986083"	"LOC107986083"	"uncharacterized LOC107986083"			
"25549"	"107986087"	"LOC107986087"	"uncharacterized LOC107986087"			
"25550"	"107986092"	"LOC107986092"	"uncharacterized LOC107986092"			
"25551"	"107986098"	"LOC107986098"	"uncharacterized LOC107986098"			
"25552"	"107986108"	"LOC107986108"	"uncharacterized LOC107986108"			
"25553"	"107986109"	"LOC107986109"	"uncharacterized LOC107986109"			
"25554"	"107986114"	"LOC107986114"	"uncharacterized LOC107986114"			
"25555"	"107986115"	"LOC107986115"	"uncharacterized LOC107986115"			
"25556"	"107986119"	"LOC107986119"	"uncharacterized LOC107986119"			
"25557"	"107986129"	"LOC107986129"	"uncharacterized LOC107986129"			
"25558"	"107986136"	"IL20RB-AS1"	"IL20RB antisense RNA 1"			
"25559"	"107986141"	"LOC107986141"	"uncharacterized LOC107986141"			
"25560"	"107986142"	"LOC107986142"	"uncharacterized LOC107986142"			
"25561"	"107986148"	"LOC107986148"	"uncharacterized LOC107986148"			
"25562"	"107986150"	"LOC107986150"	"uncharacterized LOC107986150"			
"25563"	"107986152"	"LOC107986152"	"uncharacterized LOC107986152"			
"25564"	"107986161"	"LOC107986161"	"uncharacterized LOC107986161"			
"25565"	"107986163"	"LOC107986163"	"uncharacterized LOC107986163"			
"25566"	"107986166"	"LOC107986166"	"uncharacterized LOC107986166"			
"25567"	"107986169"	"LOC107986169"	"uncharacterized LOC107986169"			
"25568"	"107986170"	"LOC107986170"	"uncharacterized LOC107986170"			
"25569"	"107986171"	"LOC107986171"	"uncharacterized LOC107986171"			
"25570"	"107986178"	"LOC107986178"	"uncharacterized LOC107986178"			
"25571"	"107986180"	"LOC107986180"	"uncharacterized LOC107986180"			
"25572"	"107986181"	"LOC107986181"	"uncharacterized LOC107986181"			
"25573"	"107986182"	"LOC107986182"	"uncharacterized LOC107986182"			
"25574"	"107986190"	"LOC107986190"	"uncharacterized LOC107986190"			
"25575"	"107986194"	"LOC107986194"	"uncharacterized LOC107986194"			
"25576"	"107986195"	"LOC107986195"	"uncharacterized LOC107986195"			
"25577"	"107986197"	"LOC107986197"	"uncharacterized LOC107986197"			
"25578"	"107986198"	"LOC107986198"	"uncharacterized LOC107986198"			
"25579"	"107986203"	"LOC107986203"	"uncharacterized LOC107986203"			
"25580"	"107986205"	"LOC107986205"	"uncharacterized LOC107986205"			
"25581"	"107986206"	"LOC107986206"	"uncharacterized LOC107986206"			
"25582"	"107986209"	"H3P14"	"H3 histone pseudogene 14"		"0.805"	"0.308"
"25583"	"107986211"	"LOC107986211"	"translation initiation factor IF-2"			
"25584"	"107986219"	"LOC107986219"	"uncharacterized LOC107986219"			
"25585"	"107986223"	"LOC107986223"	"uncharacterized LOC107986223"			
"25586"	"107986229"	"LOC107986229"	"uncharacterized LOC107986229"			
"25587"	"107986245"	"LOC107986245"	"uncharacterized LOC107986245"			
"25588"	"107986254"	"LOC107986254"	"uncharacterized LOC107986254"			
"25589"	"107986257"	"LOC107986257"	"uncharacterized LOC107986257"			
"25590"	"107986260"	"LOC107986260"	"uncharacterized LOC107986260"			
"25591"	"107986262"	"LOC107986262"	"uncharacterized LOC107986262"			
"25592"	"107986264"	"LINC02438"	"long intergenic non-protein coding RNA 2438"			
"25593"	"107986268"	"LOC107986268"	"uncharacterized LOC107986268"			
"25594"	"107986272"	"LOC107986272"	"uncharacterized LOC107986272"			
"25595"	"107986273"	"LOC107986273"	"uncharacterized LOC107986273"			
"25596"	"107986284"	"LOC107986284"	"uncharacterized LOC107986284"			
"25597"	"107986286"	"LOC107986286"	"uncharacterized LOC107986286"			
"25598"	"107986289"	"LOC107986289"	"uncharacterized LOC107986289"			
"25599"	"107986291"	"LOC107986291"	"uncharacterized LOC107986291"			
"25600"	"107986294"	"LOC107986294"	"uncharacterized LOC107986294"			
"25601"	"107986298"	"LOC107986298"	"uncharacterized LOC107986298"			
"25602"	"107986306"	"LOC107986306"	"uncharacterized LOC107986306"			
"25603"	"107986307"	"LOC107986307"	"uncharacterized LOC107986307"			
"25604"	"107986309"	"LOC107986309"	"uncharacterized LOC107986309"			
"25605"	"107986313"	"LINC02465"	"long intergenic non-protein coding RNA 2465"		"0.89"	"0.154"
"25606"	"107986317"	"LOC107986317"	"uncharacterized LOC107986317"			
"25607"	"107986321"	"LOC107986321"	"uncharacterized LOC107986321"			
"25608"	"107986322"	"LINC02272"	"long intergenic non-protein coding RNA 2272"			
"25609"	"107986324"	"LOC107986324"	"uncharacterized LOC107986324"			
"25610"	"107986326"	"LOC107986326"	"uncharacterized LOC107986326"			
"25611"	"107986348"	"LOC107986348"	"uncharacterized LOC107986348"			
"25612"	"107986360"	"LOC107986360"	"uncharacterized LOC107986360"			
"25613"	"107986362"	"LOC107986362"	"uncharacterized LOC107986362"			
"25614"	"107986363"	"LOC107986363"	"uncharacterized LOC107986363"			
"25615"	"107986368"	"LOC107986368"	"uncharacterized LOC107986368"			
"25616"	"107986379"	"LOC107986379"	"uncharacterized LOC107986379"			
"25617"	"107986384"	"LOC107986384"	"uncharacterized LOC107986384"			
"25618"	"107986387"	"LOC107986387"	"uncharacterized LOC107986387"			
"25619"	"107986389"	"LINC02163"	"long intergenic non-protein coding RNA 2163"		"0.931"	"0.077"
"25620"	"107986391"	"LOC107986391"	"uncharacterized LOC107986391"			
"25621"	"107986400"	"LOC107986400"	"uncharacterized LOC107986400"			
"25622"	"107986402"	"LINC02196"	"long intergenic non-protein coding RNA 2196"		"0.931"	"0.231"
"25623"	"107986410"	"LOC107986410"	"uncharacterized LOC107986410"			
"25624"	"107986411"	"LOC107986411"	"uncharacterized LOC107986411"			
"25625"	"107986414"	"LOC107986414"	"uncharacterized LOC107986414"			
"25626"	"107986418"	"LOC107986418"	"uncharacterized LOC107986418"			
"25627"	"107986419"	"LOC107986419"	"uncharacterized LOC107986419"			
"25628"	"107986424"	"LOC107986424"	"uncharacterized LOC107986424"			
"25629"	"107986431"	"LOC107986431"	"uncharacterized LOC107986431"			
"25630"	"107986432"	"LOC107986432"	"uncharacterized LOC107986432"			
"25631"	"107986433"	"LOC107986433"	"uncharacterized LOC107986433"			
"25632"	"107986438"	"LOC107986438"	"uncharacterized LOC107986438"			
"25633"	"107986440"	"LOC107986440"	"uncharacterized LOC107986440"			
"25634"	"107986441"	"LOC107986441"	"uncharacterized LOC107986441"			
"25635"	"107986447"	"PPIC-AS1"	"PPIC antisense RNA 1"			
"25636"	"107986449"	"LOC107986449"	"uncharacterized LOC107986449"			
"25637"	"107986451"	"LOC107986451"	"uncharacterized LOC107986451"			
"25638"	"107986452"	"LOC107986452"	"uncharacterized LOC107986452"			
"25639"	"107986455"	"LOC107986455"	"uncharacterized LOC107986455"			
"25640"	"107986458"	"LOC107986458"	"uncharacterized LOC107986458"			
"25641"	"107986462"	"LOC107986462"	"uncharacterized LOC107986462"			
"25642"	"107986469"	"LOC107986469"	"uncharacterized LOC107986469"			
"25643"	"107986475"	"LOC107986475"	"uncharacterized LOC107986475"			
"25644"	"107986476"	"LOC107986476"	"uncharacterized LOC107986476"			
"25645"	"107986480"	"LINC01863"	"long intergenic non-protein coding RNA 1863"			
"25646"	"107986482"	"LOC107986482"	"uncharacterized LOC107986482"			
"25647"	"107986487"	"LOC107986487"	"uncharacterized LOC107986487"			
"25648"	"107986489"	"LOC107986489"	"uncharacterized LOC107986489"			
"25649"	"107986513"	"LOC107986513"	"uncharacterized LOC107986513"			
"25650"	"107986517"	"LOC107986517"	"uncharacterized LOC107986517"			
"25651"	"107986521"	"LOC107986521"	"uncharacterized LOC107986521"			
"25652"	"107986522"	"LOC107986522"	"uncharacterized LOC107986522"			
"25653"	"107986524"	"LOC107986524"	"uncharacterized LOC107986524"			
"25654"	"107986528"	"LOC107986528"	"uncharacterized LOC107986528"			
"25655"	"107986529"	"LOC107986529"	"uncharacterized LOC107986529"			
"25656"	"107986537"	"LOC107986537"	"uncharacterized LOC107986537"			
"25657"	"107986540"	"LOC107986540"	"uncharacterized LOC107986540"			
"25658"	"107986544"	"LOC107986544"	"uncharacterized LOC107986544"			
"25659"	"107986550"	"LOC107986550"	"uncharacterized LOC107986550"			
"25660"	"107986556"	"LOC107986556"	"uncharacterized LOC107986556"			
"25661"	"107986566"	"LOC107986566"	"uncharacterized LOC107986566"			
"25662"	"107986570"	"LOC107986570"	"uncharacterized LOC107986570"			
"25663"	"107986577"	"LOC107986577"	"uncharacterized LOC107986577"			
"25664"	"107986582"	"LOC107986582"	"uncharacterized LOC107986582"			
"25665"	"107986583"	"LOC107986583"	"uncharacterized LOC107986583"			
"25666"	"107986584"	"LOC107986584"	"uncharacterized LOC107986584"			
"25667"	"107986586"	"LOC107986586"	"uncharacterized LOC107986586"			
"25668"	"107986587"	"ABCF1-DT"	"ABCF1 divergent transcript"			
"25669"	"107986588"	"LOC107986588"	"uncharacterized LOC107986588"			
"25670"	"107986589"	"LOC107986589"	"uncharacterized LOC107986589"			
"25671"	"107986594"	"LOC107986594"	"uncharacterized LOC107986594"			
"25672"	"107986595"	"LOC107986595"	"uncharacterized LOC107986595"			
"25673"	"107986598"	"LOC107986598"	"uncharacterized LOC107986598"			
"25674"	"107986599"	"LOC107986599"	"uncharacterized LOC107986599"			
"25675"	"107986600"	"LOC107986600"	"uncharacterized LOC107986600"			
"25676"	"107986603"	"LOC107986603"	"uncharacterized LOC107986603"			
"25677"	"107986604"	"LOC107986604"	"uncharacterized LOC107986604"			
"25678"	"107986606"	"LOC107986606"	"uncharacterized LOC107986606"			
"25679"	"107986608"	"LOC107986608"	"uncharacterized LOC107986608"			
"25680"	"107986611"	"LOC107986611"	"uncharacterized LOC107986611"			
"25681"	"107986617"	"LOC107986617"	"uncharacterized LOC107986617"			
"25682"	"107986620"	"LOC107986620"	"uncharacterized LOC107986620"			
"25683"	"107986622"	"LOC107986622"	"uncharacterized LOC107986622"			
"25684"	"107986623"	"LOC107986623"	"uncharacterized LOC107986623"			
"25685"	"107986626"	"LOC107986626"	"uncharacterized LOC107986626"			
"25686"	"107986633"	"LOC107986633"	"uncharacterized LOC107986633"			
"25687"	"107986636"	"LOC107986636"	"uncharacterized LOC107986636"			
"25688"	"107986638"	"LOC107986638"	"uncharacterized LOC107986638"			
"25689"	"107986646"	"LOC107986646"	"uncharacterized LOC107986646"			
"25690"	"107986649"	"LOC107986649"	"uncharacterized LOC107986649"			
"25691"	"107986651"	"LOC107986651"	"uncharacterized LOC107986651"			
"25692"	"107986652"	"LOC107986652"	"uncharacterized LOC107986652"			
"25693"	"107986656"	"LOC107986656"	"uncharacterized LOC107986656"			
"25694"	"107986664"	"LOC107986664"	"uncharacterized LOC107986664"			
"25695"	"107986666"	"LOC107986666"	"uncharacterized LOC107986666"			
"25696"	"107986667"	"LOC107986667"	"uncharacterized LOC107986667"			
"25697"	"107986671"	"LOC107986671"	"uncharacterized LOC107986671"			
"25698"	"107986672"	"LOC107986672"	"uncharacterized LOC107986672"			
"25699"	"107986673"	"LOC107986673"	"uncharacterized LOC107986673"			
"25700"	"107986700"	"LOC107986700"	"uncharacterized LOC107986700"			
"25701"	"107986715"	"LOC107986715"	"uncharacterized LOC107986715"			
"25702"	"107986721"	"LOC107986721"	"uncharacterized LOC107986721"			
"25703"	"107986722"	"LOC107986722"	"uncharacterized LOC107986722"			
"25704"	"107986755"	"LOC107986755"	"uncharacterized LOC107986755"			
"25705"	"107986758"	"LOC107986758"	"uncharacterized LOC107986758"			
"25706"	"107986766"	"LOC107986766"	"uncharacterized LOC107986766"			
"25707"	"107986769"	"LOC107986769"	"uncharacterized LOC107986769"			
"25708"	"107986770"	"LOC107986770"	"uncharacterized LOC107986770"			
"25709"	"107986772"	"LOC107986772"	"uncharacterized LOC107986772"			
"25710"	"107986773"	"LOC107986773"	"uncharacterized LOC107986773"			
"25711"	"107986774"	"LOC107986774"	"uncharacterized LOC107986774"			
"25712"	"107986777"	"LOC107986777"	"uncharacterized LOC107986777"			
"25713"	"107986780"	"LOC107986780"	"small integral membrane protein 14 pseudogene"			
"25714"	"107986781"	"LOC107986781"	"uncharacterized LOC107986781"			
"25715"	"107986784"	"LOC107986784"	"uncharacterized LOC107986784"			
"25716"	"107986809"	"ELN-AS1"	"ELN antisense RNA 1"		"1"	"0.038"
"25717"	"107986810"	"WBSCR23"	"Williams-Beuren syndrome chromosome region 23"		"1"	"0.115"
"25718"	"107986814"	"LOC107986814"	"uncharacterized LOC107986814"			
"25719"	"107986816"	"LOC107986816"	"uncharacterized LOC107986816"			
"25720"	"107986820"	"LOC107986820"	"uncharacterized LOC107986820"			
"25721"	"107986821"	"LOC107986821"	"uncharacterized LOC107986821"			
"25722"	"107986824"	"LOC107986824"	"uncharacterized LOC107986824"			
"25723"	"107986827"	"CZ1P-ASNS"	"CZ1P-ASNS readthrough"			
"25724"	"107986828"	"LOC107986828"	"uncharacterized LOC107986828"			
"25725"	"107986832"	"LOC107986832"	"uncharacterized LOC107986832"			
"25726"	"107986837"	"LOC107986837"	"uncharacterized LOC107986837"			
"25727"	"107986838"	"LOC107986838"	"uncharacterized LOC107986838"			
"25728"	"107986839"	"LOC107986839"	"uncharacterized LOC107986839"			
"25729"	"107986841"	"LOC107986841"	"uncharacterized LOC107986841"			
"25730"	"107986847"	"LOC107986847"	"uncharacterized LOC107986847"			
"25731"	"107986854"	"LOC107986854"	"uncharacterized LOC107986854"			
"25732"	"107986858"	"LOC107986858"	"uncharacterized LOC107986858"			
"25733"	"107986860"	"LOC107986860"	"endogenous retrovirus group K member 19 Env polyprotein-like"			
"25734"	"107986874"	"LOC107986874"	"uncharacterized LOC107986874"			
"25735"	"107986891"	"LOC107986891"	"uncharacterized LOC107986891"			
"25736"	"107986902"	"LOC107986902"	"uncharacterized LOC107986902"			
"25737"	"107986913"	"LOC107986913"	"uncharacterized LOC107986913"			
"25738"	"107986922"	"LOC107986922"	"uncharacterized LOC107986922"			
"25739"	"107986924"	"LOC107986924"	"uncharacterized LOC107986924"			
"25740"	"107986925"	"LOC107986925"	"uncharacterized LOC107986925"			
"25741"	"107986926"	"LOC107986926"	"uncharacterized LOC107986926"			
"25742"	"107986930"	"LOC107986930"	"uncharacterized LOC107986930"			
"25743"	"107986931"	"LOC107986931"	"uncharacterized LOC107986931"			
"25744"	"107986933"	"LOC107986933"	"uncharacterized LOC107986933"			
"25745"	"107986942"	"LOC107986942"	"uncharacterized LOC107986942"			
"25746"	"107986943"	"LOC107986943"	"uncharacterized LOC107986943"			
"25747"	"107986945"	"LOC107986945"	"uncharacterized LOC107986945"			
"25748"	"107986946"	"LOC107986946"	"uncharacterized LOC107986946"			
"25749"	"107986950"	"LOC107986950"	"uncharacterized LOC107986950"			
"25750"	"107986952"	"LOC107986952"	"uncharacterized LOC107986952"			
"25751"	"107986961"	"LOC107986961"	"uncharacterized LOC107986961"			
"25752"	"107986962"	"LOC107986962"	"uncharacterized LOC107986962"			
"25753"	"107986971"	"LOC107986971"	"uncharacterized LOC107986971"			
"25754"	"107986976"	"LOC107986976"	"uncharacterized LOC107986976"			
"25755"	"107986980"	"LINC02055"	"long intergenic non-protein coding RNA 2055"		"0.839"	"0.269"
"25756"	"107986983"	"LOC107986983"	"uncharacterized LOC107986983"			
"25757"	"107986985"	"LOC107986985"	"uncharacterized LOC107986985"			
"25758"	"107986989"	"LOC107986989"	"uncharacterized LOC107986989"			
"25759"	"107986990"	"LOC107986990"	"uncharacterized LOC107986990"			
"25760"	"107987011"	"LOC107987011"	"uncharacterized LOC107987011"			
"25761"	"107987012"	"LOC107987012"	"uncharacterized LOC107987012"			
"25762"	"107987015"	"LOC107987015"	"uncharacterized LOC107987015"			
"25763"	"107987026"	"LOC107987026"	"uncharacterized LOC107987026"			
"25764"	"107987027"	"LOC107987027"	"uncharacterized LOC107987027"			
"25765"	"107987037"	"LOC107987037"	"uncharacterized LOC107987037"			
"25766"	"107987039"	"LOC107987039"	"uncharacterized LOC107987039"			
"25767"	"107987043"	"LOC107987043"	"uncharacterized LOC107987043"			
"25768"	"107987046"	"LOC107987046"	"uncharacterized LOC107987046"			
"25769"	"107987049"	"LOC107987049"	"uncharacterized LOC107987049"			
"25770"	"107987053"	"LOC107987053"	"uncharacterized LOC107987053"			
"25771"	"107987054"	"LOC107987054"	"uncharacterized LOC107987054"			
"25772"	"107987055"	"LOC107987055"	"uncharacterized LOC107987055"			
"25773"	"107987056"	"LOC107987056"	"uncharacterized LOC107987056"			
"25774"	"107987057"	"LOC107987057"	"uncharacterized LOC107987057"			
"25775"	"107987063"	"LOC107987063"	"uncharacterized LOC107987063"			
"25776"	"107987081"	"LOC107987081"	"uncharacterized LOC107987081"			
"25777"	"107987083"	"LOC107987083"	"uncharacterized LOC107987083"			
"25778"	"107987084"	"LOC107987084"	"uncharacterized LOC107987084"			
"25779"	"107987087"	"LOC107987087"	"uncharacterized LOC107987087"			
"25780"	"107987088"	"LOC107987088"	"uncharacterized LOC107987088"			
"25781"	"107987095"	"LOC107987095"	"uncharacterized LOC107987095"			
"25782"	"107987098"	"LOC107987098"	"fibroin heavy chain-like"			
"25783"	"107987099"	"LOC107987099"	"tripartite motif-containing protein 54-like"			
"25784"	"107987100"	"LOC107987100"	"uncharacterized LOC107987100"			
"25785"	"107987102"	"LOC107987102"	"uncharacterized LOC107987102"			
"25786"	"107987105"	"LOC107987105"	"uncharacterized LOC107987105"			
"25787"	"107987106"	"CT70"	"cancer/testis associated transcript 70"		"1"	"0.038"
"25788"	"107987108"	"LOC107987108"	"uncharacterized LOC107987108"			
"25789"	"107987115"	"LOC107987115"	"uncharacterized LOC107987115"			
"25790"	"107987116"	"LOC107987116"	"uncharacterized LOC107987116"			
"25791"	"107987119"	"LOC107987119"	"uncharacterized LOC107987119"			
"25792"	"107987122"	"LOC107987122"	"uncharacterized LOC107987122"			
"25793"	"107987124"	"LOC107987124"	"uncharacterized LOC107987124"			
"25794"	"107987127"	"LOC107987127"	"uncharacterized LOC107987127"			
"25795"	"107987128"	"LOC107987128"	"uncharacterized LOC107987128"			
"25796"	"107987132"	"LOC107987132"	"uncharacterized LOC107987132"			
"25797"	"107987138"	"LOC107987138"	"uncharacterized LOC107987138"			
"25798"	"107987139"	"LOC107987139"	"uncharacterized LOC107987139"			
"25799"	"107987140"	"LOC107987140"	"uncharacterized LOC107987140"			
"25800"	"107987143"	"LOC107987143"	"uncharacterized LOC107987143"			
"25801"	"107987157"	"LOC107987157"	"uncharacterized LOC107987157"			
"25802"	"107987158"	"LOC107987158"	"uncharacterized LOC107987158"			
"25803"	"107987160"	"LOC107987160"	"uncharacterized LOC107987160"			
"25804"	"107987164"	"LOC107987164"	"uncharacterized LOC107987164"			
"25805"	"107987174"	"LOC107987174"	"uncharacterized LOC107987174"			
"25806"	"107987206"	"LOC107987206"	"uncharacterized LOC107987206"			
"25807"	"107987207"	"LOC107987207"	"uncharacterized LOC107987207"			
"25808"	"107987209"	"LOC107987209"	"uncharacterized LOC107987209"			
"25809"	"107987210"	"LOC107987210"	"uncharacterized LOC107987210"			
"25810"	"107987211"	"LOC107987211"	"uncharacterized LOC107987211"			
"25811"	"107987233"	"LOC107987233"	"uncharacterized LOC107987233"			
"25812"	"107987234"	"LOC107987234"	"uncharacterized LOC107987234"			
"25813"	"107987237"	"LOC107987237"	"uncharacterized LOC107987237"			
