"diseaseNID"	"diseaseId"	"diseaseName"	"type"
"22488"	"C3280120"	"Glycoprotein VI deficiency"	"disease"
"22489"	"C3280127"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 15"	"disease"
"22490"	"C3280131"	"Long eyebrows"	"phenotype"
"22491"	"C3280133"	"PARKINSON DISEASE 17"	"disease"
"22492"	"C3280146"	"THREE M SYNDROME 3"	"disease"
"22493"	"C3280153"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 17"	"disease"
"22494"	"C3280154"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 16"	"disease"
"22495"	"C3280155"	"MECKEL SYNDROME, TYPE 9"	"disease"
"22496"	"C3280160"	"ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 4"	"phenotype"
"22497"	"C3280168"	"NEUROPATHY, HEREDITARY SENSORY, TYPE IIC"	"disease"
"22498"	"C3280182"	"ADAMS-OLIVER SYNDROME 2"	"disease"
"22499"	"C3280203"	"WARBURG MICRO SYNDROME 3"	"disease"
"22500"	"C3280205"	"RETINAL ARTERIAL MACROANEURYSM WITH SUPRAVALVULAR PULMONIC STENOSIS"	"disease"
"22501"	"C3280214"	"WARBURG MICRO SYNDROME 2"	"disease"
"22502"	"C3280215"	"HOLOPROSENCEPHALY 11"	"disease"
"22503"	"C3280216"	"HYPERURICEMIC NEPHROPATHY, FAMILIAL JUVENILE, 3"	"disease"
"22504"	"C3280220"	"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2O"	"disease"
"22505"	"C3280226"	"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 11"	"disease"
"22506"	"C3280240"	"MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME"	"disease"
"22507"	"C3280265"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 18"	"disease"
"22508"	"C3280266"	"NARCOLEPSY 7"	"disease"
"22509"	"C3280271"	"PARKINSON DISEASE 18"	"disease"
"22510"	"C3280282"	"NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT HYPERKINETIC MOVEMENTS AND SEIZURES, AUTOSOMAL DOMINANT"	"disease"
"22511"	"C3280283"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 9"	"disease"
"22512"	"C3280284"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 10"	"disease"
"22513"	"C3280285"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 11"	"disease"
"22514"	"C3280296"	"Microcephaly-capillary malformation syndrome"	"disease"
"22515"	"C3280303"	"Abnormal hair whorl"	"phenotype"
"22516"	"C3280309"	"ARTHROGRYPOSIS, PERTHES DISEASE, AND UPWARD GAZE PALSY"	"disease"
"22517"	"C3280314"	"Combined Malonic and Methylmalonic Aciduria"	"disease"
"22518"	"C3280315"	"Platelet-Activating Factor Acetylhydrolase Deficiency"	"disease"
"22519"	"C3280342"	"STICKLER SYNDROME, TYPE V"	"disease"
"22520"	"C3280345"	"BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 4"	"disease"
"22521"	"C3280346"	"MYOPIA, HIGH, WITH CATARACT AND VITREORETINAL DEGENERATION"	"disease"
"22522"	"C3280349"	"Peripheral vitreoretinal degeneration"	"phenotype"
"22523"	"C3280352"	"HYDATIDIFORM MOLE, RECURRENT, 2"	"disease"
"22524"	"C3280358"	"Wolfram-Like Syndrome, Autosomal Dominant"	"disease"
"22525"	"C3280371"	"NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 4"	"disease"
"22526"	"C3280378"	"MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 2 WITH HYPERGLYCINEMIA"	"disease"
"22527"	"C3280381"	"HYPERMETHIONINEMIA DUE TO ADENOSINE KINASE DEFICIENCY"	"disease"
"22528"	"C3280392"	"EDICT syndrome"	"disease"
"22529"	"C3280402"	"SCLEROSTEOSIS 2"	"disease"
"22530"	"C3280415"	"COGNITIVE IMPAIRMENT WITH OR WITHOUT CEREBELLAR ATAXIA"	"disease"
"22531"	"C3280428"	"Alpha-Methylacyl-CoA Racemase Deficiency"	"disease"
"22532"	"C3280442"	"PANCREATIC CANCER, SUSCEPTIBILITY TO, 4"	"disease"
"22533"	"C3280443"	"MYOPATHY, DISTAL, TATEYAMA TYPE"	"disease"
"22534"	"C3280452"	"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 12"	"disease"
"22535"	"C3280471"	"OVARIAN DYSGENESIS 3"	"disease"
"22536"	"C3280479"	"PITT-HOPKINS-LIKE SYNDROME 2"	"disease"
"22537"	"C3280489"	"FEINGOLD SYNDROME 2"	"disease"
"22538"	"C3280492"	"TUMOR PREDISPOSITION SYNDROME"	"disease"
"22539"	"C3280501"	"INFLAMMATORY SKIN AND BOWEL DISEASE, NEONATAL, 1"	"disease"
"22540"	"C3280523"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 31"	"disease"
"22541"	"C3280525"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 29"	"disease"
"22542"	"C3280526"	"ARTHROGRYPOSIS, DISTAL, TYPE 1B"	"disease"
"22543"	"C3280527"	"PANCREATIC LIPASE DEFICIENCY"	"disease"
"22544"	"C3280538"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 27"	"disease"
"22545"	"C3280539"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 33"	"disease"
"22546"	"C3280540"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 30"	"disease"
"22547"	"C3280541"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 19"	"disease"
"22548"	"C3280542"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 23"	"disease"
"22549"	"C3280543"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 24"	"disease"
"22550"	"C3280544"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 25"	"disease"
"22551"	"C3280545"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 28"	"disease"
"22552"	"C3280556"	"PERIPHERAL NEUROPATHY, MYOPATHY, HOARSENESS, AND HEARING LOSS"	"disease"
"22553"	"C3280574"	"SURFACTANT METABOLISM DYSFUNCTION, PULMONARY, 5"	"disease"
"22554"	"C3280586"	"Mannose-Binding Protein Deficiency"	"disease"
"22555"	"C3280587"	"AMYOTROPHIC LATERAL SCLEROSIS 16, JUVENILE"	"disease"
"22556"	"C3280598"	"SHORT-RIB THORACIC DYSPLASIA 5 WITH OR WITHOUT POLYDACTYLY"	"disease"
"22557"	"C3280612"	"NEPHRONOPHTHISIS 13"	"disease"
"22558"	"C3280616"	"CRANIOECTODERMAL DYSPLASIA 4"	"disease"
"22559"	"C3280617"	"Nephronophthisis-like nephropathy"	"phenotype"
"22560"	"C3280641"	"Decreased serum complement C4b"	"disease"
"22561"	"C3280642"	"Complement Component 4a Deficiency"	"disease"
"22562"	"C3280644"	"LEUKODYSTROPHY, HYPOMYELINATING, 8, WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM"	"disease"
"22563"	"C3280647"	"BACTEREMIA, SUSCEPTIBILITY TO, 2"	"phenotype"
"22564"	"C3280660"	"ENCEPHALOPATHY, LETHAL, DUE TO DEFECTIVE MITOCHONDRIAL AND PEROXISOMAL FISSION"	"disease"
"22565"	"C3280670"	"PREGNANCY LOSS, RECURRENT, SUSCEPTIBILITY TO, 1"	"phenotype"
"22566"	"C3280672"	"PREGNANCY LOSS, RECURRENT, SUSCEPTIBILITY TO, 2"	"disease"
"22567"	"C3280674"	"PREGNANCY LOSS, RECURRENT, SUSCEPTIBILITY TO, 3"	"phenotype"
"22568"	"C3280679"	"MYOPATHY, AREFLEXIA, RESPIRATORY DISTRESS, AND DYSPHAGIA, EARLY-ONSET"	"disease"
"22569"	"C3280690"	"ACCELERATED TUMOR FORMATION, SUSCEPTIBILITY TO"	"phenotype"
"22570"	"C3280703"	"MYOPATHY, CENTRONUCLEAR, 3"	"disease"
"22571"	"C3280708"	"Upper limb dysmetria"	"phenotype"
"22572"	"C3280715"	"GLYCEROL QUANTITATIVE TRAIT LOCUS"	"phenotype"
"22573"	"C3280721"	"CHILBLAIN LUPUS 2"	"disease"
"22574"	"C3280729"	"RADIOHUMERAL FUSIONS WITH OTHER SKELETAL AND CRANIOFACIAL ANOMALIES"	"disease"
"22575"	"C3280730"	"EPILEPSY, FAMILIAL TEMPORAL LOBE, 5"	"disease"
"22576"	"C3280734"	"FEBRILE SEIZURES, FAMILIAL, 11"	"disease"
"22577"	"C3280742"	"SYSTEMIC LUPUS ERYTHEMATOSUS 16"	"disease"
"22578"	"C3280766"	"JOUBERT SYNDROME 14"	"disease"
"22579"	"C3280768"	"Abnormality of the posterior cranial fossa"	"phenotype"
"22580"	"C3280777"	"VENTRICULAR SEPTAL DEFECT 1"	"disease"
"22581"	"C3280781"	"ATRIOVENTRICULAR SEPTAL DEFECT 4"	"disease"
"22582"	"C3280783"	"VENTRICULAR SEPTAL DEFECT 2"	"disease"
"22583"	"C3280785"	"VENTRICULAR SEPTAL DEFECT 3"	"disease"
"22584"	"C3280790"	"ATRIAL SEPTAL DEFECT 8"	"disease"
"22585"	"C3280795"	"HYPOPLASTIC LEFT HEART SYNDROME 2"	"disease"
"22586"	"C3280797"	"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2P"	"disease"
"22587"	"C3280798"	"CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IB"	"disease"
"22588"	"C3280799"	"CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIIB"	"disease"
"22589"	"C3280800"	"HYPERTROPHIC OSTEOARTHROPATHY, PRIMARY, AUTOSOMAL RECESSIVE, 2"	"disease"
"22590"	"C3280817"	"HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 6"	"disease"
"22591"	"C3280845"	"CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE E"	"disease"
"22592"	"C3280856"	"ICHTHYOSIS, SPASTIC QUADRIPLEGIA, AND MENTAL RETARDATION"	"disease"
"22593"	"C3280866"	"THIAMINE METABOLISM DYSFUNCTION SYNDROME 5 (EPISODIC ENCEPHALOPATHY TYPE)"	"disease"
"22594"	"C3280887"	"HYPERGLYCINEMIA, LACTIC ACIDOSIS, AND SEIZURES"	"disease"
"22595"	"C3280897"	"JOUBERT SYNDROME 15"	"disease"
"22596"	"C3280898"	"JOUBERT SYNDROME 9/15, DIGENIC"	"disease"
"22597"	"C3280899"	"JOUBERT SYNDROME 12/15, DIGENIC"	"disease"
"22598"	"C3280906"	"JOUBERT SYNDROME 16"	"disease"
"22599"	"C3280914"	"FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 3"	"disease"
"22600"	"C3280939"	"ATRIOVENTRICULAR SEPTAL DEFECT 5"	"disease"
"22601"	"C3280940"	"Unbalanced atrioventricular canal defect"	"phenotype"
"22602"	"C3280943"	"ATRIAL SEPTAL DEFECT 9"	"disease"
"22603"	"C3280953"	"HYPERTRIGLYCERIDEMIA, TRANSIENT INFANTILE"	"disease"
"22604"	"C3280965"	"CONGENITAL CATARACTS, HEARING LOSS, AND NEURODEGENERATION"	"disease"
"22605"	"C3280970"	"PORENCEPHALY 2"	"disease"
"22606"	"C3280974"	"TRIGONOCEPHALY 2"	"disease"
"22607"	"C3280976"	"Thrombophilia due to Thrombomodulin Defect"	"disease"
"22608"	"C3280977"	"SPASTIC ATAXIA 5, AUTOSOMAL RECESSIVE"	"disease"
"22609"	"C3281001"	"WISKOTT-ALDRICH SYNDROME 2"	"disease"
"22610"	"C3281027"	"MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 7"	"disease"
"22611"	"C3281029"	"RIGIDITY AND MULTIFOCAL SEIZURE SYNDROME, LETHAL NEONATAL"	"disease"
"22612"	"C3281034"	"Multifocal seizures"	"phenotype"
"22613"	"C3281044"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 34, WITH VARIANT LISSENCEPHALY"	"disease"
"22614"	"C3281045"	"CONE-ROD DYSTROPHY 16"	"disease"
"22615"	"C3281046"	"RETINITIS PIGMENTOSA 64"	"disease"
"22616"	"C3281055"	"PSYCHOMOTOR RETARDATION, EPILEPSY, AND CRANIOFACIAL DYSMORPHISM"	"disease"
"22617"	"C3281059"	"Broad jaw"	"phenotype"
"22618"	"C3281066"	"USHER SYNDROME, TYPE IIIB"	"disease"
"22619"	"C3281084"	"Congenital disorder of glycosylation type 1r"	"disease"
"22620"	"C3281089"	"MIRROR MOVEMENTS 2"	"disease"
"22621"	"C3281092"	"THROMBOPHILIA DUE TO PROTEIN S DEFICIENCY, AUTOSOMAL RECESSIVE"	"disease"
"22622"	"C3281105"	"HEMORRHAGE, INTRACEREBRAL, SUSCEPTIBILITY TO"	"disease"
"22623"	"C3281125"	"THROMBOCYTHEMIA 3"	"disease"
"22624"	"C3281128"	"FIBROCHONDROGENESIS 2"	"disease"
"22625"	"C3281138"	"CHROMOSOME 17q12 DELETION SYNDROME"	"disease"
"22626"	"C3281153"	"EFAVIRENZ, POOR METABOLISM OF"	"phenotype"
"22627"	"C3281160"	"EHLERS-DANLOS SYNDROME, KYPHOSCOLIOTIC TYPE, 2"	"disease"
"22628"	"C3281191"	"SCN8A-related epilepsy with encephalopathy"	"disease"
"22629"	"C3281192"	"INFANTILE CEREBELLAR-RETINAL DEGENERATION"	"disease"
"22630"	"C3281200"	"LEUKOENCEPHALOPATHY, BRAIN CALCIFICATIONS, AND CYSTS"	"disease"
"22631"	"C3281201"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"	"disease"
"22632"	"C3281202"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 13"	"disease"
"22633"	"C3281203"	"CUTANEOUS TELANGIECTASIA AND CANCER SYNDROME, FAMILIAL"	"disease"
"22634"	"C3281215"	"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1E"	"disease"
"22635"	"C3281223"	"CEREBELLAR ATAXIA, NEUROPATHY, AND VESTIBULAR AREFLEXIA SYNDROME"	"disease"
"22636"	"C3281234"	"COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 9"	"disease"
"22637"	"C3281235"	"BARAITSER-WINTER SYNDROME 2"	"disease"
"22638"	"C3281236"	"DYSTONIA 21"	"disease"
"22639"	"C3281247"	"BENT BONE DYSPLASIA SYNDROME"	"disease"
"22640"	"C3281288"	"PREECLAMPSIA/ECLAMPSIA 5"	"disease"
"22641"	"C3281289"	"TRICHOHEPATOENTERIC SYNDROME 2"	"disease"
"22642"	"C3281297"	"DEAFNESS, AUTOSOMAL DOMINANT 4B"	"disease"
"22643"	"C3281298"	"Sensorineural hearing loss, progressive bilateral postlingual"	"phenotype"
"22644"	"C3282896"	"Glandular papilloma"	"disease"
"22645"	"C3282903"	"Metastatic Carcinoma in the Liver"	"disease"
"22646"	"C3463824"	"MYELODYSPLASTIC SYNDROME"	"group"
"22647"	"C3463897"	"HYDATIDIFORM MOLE, RECURRENT, 1"	"disease"
"22648"	"C3463916"	"Complement Factor I (C3 inactivator) deficiency"	"disease"
"22649"	"C3463917"	"Corticosterone Methyl Oxidase Type II Deficiency"	"disease"
"22650"	"C3463918"	"EMBRYONAL CELL CARCINOMA"	"disease"
"22651"	"C3463992"	"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 1"	"disease"
"22652"	"C3468041"	"FANCONI ANEMIA, COMPLEMENTATION GROUP C"	"disease"
"22653"	"C3468114"	"Juvenile amyotrophic lateral sclerosis"	"disease"
"22654"	"C3468338"	"CARPAL TUNNEL SYNDROME, FAMILIAL"	"disease"
"22655"	"C3468561"	"familial atrial fibrillation"	"phenotype"
"22656"	"C3469186"	"HEMOCHROMATOSIS, TYPE 1"	"disease"
"22657"	"C3469521"	"FANCONI ANEMIA, COMPLEMENTATION GROUP A (disorder)"	"disease"
"22658"	"C3469522"	"BREAST CANCER, SUSCEPTIBILITY TO"	"phenotype"
"22659"	"C3469524"	"PROSTATE CANCER, SUSCEPTIBILITY TO"	"phenotype"
"22660"	"C3469525"	"PANCREATIC CANCER, SUSCEPTIBILITY TO"	"phenotype"
"22661"	"C3469526"	"FANCONI ANEMIA, COMPLEMENTATION GROUP F"	"disease"
"22662"	"C3469527"	"fanconi anemia complementation group g"	"disease"
"22663"	"C3469528"	"FANCONI ANEMIA, COMPLEMENTATION GROUP L"	"disease"
"22664"	"C3469529"	"FANCONI ANEMIA, COMPLEMENTATION GROUP M"	"disease"
"22665"	"C3469542"	"FANCONI ANEMIA, COMPLEMENTATION GROUP P"	"disease"
"22666"	"C3469605"	"PSEUDOHYPOALDOSTERONISM, TYPE IID"	"disease"
"22667"	"C3469606"	"PSEUDOHYPOALDOSTERONISM, TYPE IIE"	"disease"
"22668"	"C3472181"	"Severe dehydration"	"disease"
"22669"	"C3472470"	"Severe major depression"	"disease"
"22670"	"C3472600"	"Chronic hepatitis E"	"disease"
"22671"	"C3472608"	"Micropapillary carcinoma"	"disease"
"22672"	"C3472614"	"Plasmablastic lymphoma"	"disease"
"22673"	"C3472621"	"Myeloid neoplasm with beta-type platelet-derived growth factor receptor gene rearrangement"	"disease"
"22674"	"C3472623"	"Serrated adenocarcinoma"	"disease"
"22675"	"C3472624"	"B lymphoblastic leukemia lymphoma, no ICD-O subtype"	"disease"
"22676"	"C3472669"	"Primary adenocarcinoma of colon"	"disease"
"22677"	"C3472698"	"Non-allergic rhinitis"	"disease"
"22678"	"C3472711"	"Spinocerebellar ataxia 36"	"disease"
"22679"	"C3484357"	"HERMANSKY-PUDLAK SYNDROME 4"	"disease"
"22680"	"C3489393"	"Hiatal Hernia"	"disease"
"22681"	"C3489395"	"Hyperchylomicronemia With Hyperprebetalipoproteinemia, Familial"	"disease"
"22682"	"C3489396"	"Hypogonadism, Isolated Hypogonadotropic"	"disease"
"22683"	"C3489398"	"Neuroepithelioma, Peripheral"	"disease"
"22684"	"C3489413"	"Lipomatosis, Multiple"	"disease"
"22685"	"C3489447"	"Hyperkalemic Periodic Paralysis Type 2"	"disease"
"22686"	"C3489529"	"Tooth Agenesis, Familial"	"disease"
"22687"	"C3489532"	"Cone-Rod Dystrophy 2"	"disease"
"22688"	"C3489571"	"Familial Extrahepatic Biliary Atresia"	"disease"
"22689"	"C3489572"	"Idiopathic Extrahepatic Biliary Atresia"	"disease"
"22690"	"C3489576"	"Sexual Violence"	"disease"
"22691"	"C3489627"	"Stuttering, Familial Persistent 1"	"disease"
"22692"	"C3489628"	"Thrombocytosis, Autosomal Dominant"	"disease"
"22693"	"C3489630"	"Somatotrophinoma, Familial"	"disease"
"22694"	"C3489704"	"Vision Disability"	"disease"
"22695"	"C3489724"	"Aicardi-Goutieres Syndrome 2"	"disease"
"22696"	"C3489725"	"Pseudo-TORCH syndrome"	"disease"
"22697"	"C3489726"	"Geleophysic dysplasia"	"disease"
"22698"	"C3489728"	"Familial intrahepatic cholestasis of pregnancy"	"disease"
"22699"	"C3489732"	"Familial mesangial sclerosis"	"phenotype"
"22700"	"C3489733"	"Oculomotor apraxia"	"disease"
"22701"	"C3489734"	"Anti-plasmin deficiency, congenital"	"disease"
"22702"	"C3489771"	"Keratosis Palmaris et Plantaris Familiaris"	"disease"
"22703"	"C3489787"	"Pituitary Hormone Deficiency, Combined, 3"	"disease"
"22704"	"C3489789"	"Cholestasis, Progressive Familial Intrahepatic, 2"	"disease"
"22705"	"C3489791"	"Parkinson Disease, Familial, Type 1"	"disease"
"22706"	"C3489793"	"46,XY Sex Reversal 3"	"disease"
"22707"	"C3489795"	"Hyper-Ige Recurrent Infection Syndrome, Autosomal Dominant"	"disease"
"22708"	"C3489796"	"Thyroid Hormone Resistance, Generalized, Autosomal Recessive"	"disease"
"22709"	"C3489856"	"Cold Hypersensitivity"	"disease"
"22710"	"C3492932"	"Lactic Acidosis, Congenital Infantile, Due To Lad Deficiency"	"disease"
"22711"	"C3492944"	"Lentiginosis Profusa"	"disease"
"22712"	"C3493776"	"HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 1"	"disease"
"22713"	"C3494162"	"Ovarian Hyperstimulation Syndrome, Familial Gestational Spontaneous"	"disease"
"22714"	"C3494186"	"Autosomal Hemophilia A"	"disease"
"22715"	"C3494187"	"Factor VIII Deficiency"	"disease"
"22716"	"C3494247"	"Organothiophosphonate Poisoning"	"disease"
"22717"	"C3494248"	"Organothiophosphate Poisoning"	"disease"
"22718"	"C3494358"	"Prodromal Symptoms"	"phenotype"
"22719"	"C3494359"	"Prodromal States"	"phenotype"
"22720"	"C3494360"	"Prodromal Period"	"phenotype"
"22721"	"C3494361"	"Prodromal Stage"	"phenotype"
"22722"	"C3494419"	"Dentofacial Deformities"	"disease"
"22723"	"C3494422"	"Retrognathia"	"disease"
"22724"	"C3494423"	"Maxillary Retroposition"	"phenotype"
"22725"	"C3494424"	"Maxillary Retrusion"	"disease"
"22726"	"C3494425"	"Mandibular Retroposition"	"phenotype"
"22727"	"C3494426"	"Mandibular Retrusion"	"disease"
"22728"	"C3494489"	"Autoimmune polyendocrinopathy syndrome, type 1"	"disease"
"22729"	"C3494506"	"Pseudohypoparathyroidism, Type Ia"	"disease"
"22730"	"C3494522"	"Hypergonadotropic Ovarian Failure, X-Linked"	"disease"
"22731"	"C3494609"	"Asymptomatic carotid artery stenosis"	"disease"
"22732"	"C3494623"	"Mild dementia"	"disease"
"22733"	"C3494652"	"Severe dementia"	"disease"
"22734"	"C3494871"	"Moderate dementia"	"disease"
"22735"	"C3494899"	"Early infantile epileptic encephalopathy, refractory"	"disease"
"22736"	"C3494934"	"Benign paroxysmal torticollis of infancy"	"phenotype"
"22737"	"C3494970"	"Idiopathic urethral stricture"	"disease"
"22738"	"C3494976"	"Migrating partial seizures in infancy"	"disease"
"22739"	"C3495091"	"Bacteremia caused by Gram-negative bacteria"	"phenotype"
"22740"	"C3495144"	"Apraxia, Articulatory"	"phenotype"
"22741"	"C3495145"	"Dyslalia"	"disease"
"22742"	"C3495361"	"Gigantiform Cementoma, Familial"	"disease"
"22743"	"C3495371"	"Juvenile elastoma"	"disease"
"22744"	"C3495417"	"Hemifacial microsomia"	"disease"
"22745"	"C3495421"	"Chromosome 18q syndrome"	"disease"
"22746"	"C3495426"	"Homocysteinemia"	"disease"
"22747"	"C3495427"	"Fanconi-Bickel Syndrome"	"disease"
"22748"	"C3495436"	"American cutaneous leishmaniasis"	"disease"
"22749"	"C3495438"	"Macular Degeneration, Age-Related, 2"	"disease"
"22750"	"C3495439"	"Inflammatory disorder of breast"	"disease"
"22751"	"C3495483"	"Amish Brittle Hair Brain Syndrome"	"disease"
"22752"	"C3495488"	"Axenfeld-Rieger syndrome"	"disease"
"22753"	"C3495489"	"Rieger eye malformation sequence"	"disease"
"22754"	"C3495498"	"Cardiomyopathy, Familial Hypertrophic, 1 (disorder)"	"disease"
"22755"	"C3495530"	"Congenital alopecia X-linked"	"disease"
"22756"	"C3495537"	"Heterotaxy, Visceral, 5, Autosomal"	"disease"
"22757"	"C3495549"	"Patent ductus arteriosus - persisting type"	"disease"
"22758"	"C3495551"	"Dihydropyrimidinuria"	"disease"
"22759"	"C3495552"	"Cystathionase Deficiency"	"disease"
"22760"	"C3495554"	"Homocarnosinase deficiency"	"disease"
"22761"	"C3495555"	"Carnosinemia"	"disease"
"22762"	"C3495559"	"Juvenile arthritis"	"disease"
"22763"	"C3495566"	"Reflux nephropathy (disorder)"	"disease"
"22764"	"C3495587"	"Night Blindness, Congenital Stationary, Type 1A"	"disease"
"22765"	"C3495588"	"Acrocephalopolydactylous Dysplasia"	"disease"
"22766"	"C3495589"	"Jalili syndrome"	"disease"
"22767"	"C3495591"	"Charcot-Marie-Tooth Disease, Demyelinating, Type 1e"	"disease"
"22768"	"C3495676"	"Anorectal Malformations"	"group"
"22769"	"C3495721"	"Spitzoid melanoma"	"disease"
"22770"	"C3495797"	"Peripheral artery stenosis"	"disease"
"22771"	"C3495798"	"Periodontal inflammation"	"disease"
"22772"	"C3495801"	"Granulomatosis with polyangiitis"	"disease"
"22773"	"C3495814"	"Fulminant type 1 diabetes mellitus"	"disease"
"22774"	"C3495831"	"Aluminium overload"	"disease"
"22775"	"C3495840"	"Pancreatic steatosis"	"disease"
"22776"	"C3495874"	"Nonepileptic Seizures"	"phenotype"
"22777"	"C3495887"	"ARIA-H"	"disease"
"22778"	"C3495890"	"Osteochondral defects"	"phenotype"
"22779"	"C3495893"	"Congenital thrombophilia"	"disease"
"22780"	"C3495915"	"Delayed dark adaptation"	"disease"
"22781"	"C3495917"	"Advanced breast cancer"	"disease"
"22782"	"C3495919"	"Enthesitis-Related Arthritis"	"disease"
"22783"	"C3495928"	"Thyroid associated orbitopathy"	"disease"
"22784"	"C3495935"	"Vertebral body haemangioma"	"disease"
"22785"	"C3495949"	"Locally advanced breast cancer"	"disease"
"22786"	"C3496069"	"cocaine use"	"disease"
"22787"	"C3496177"	"Atypical psychosis"	"disease"
"22788"	"C3496228"	"Leukodystrophy, Dysmyelinating, And Spastic Paraparesis With Or Without Dystonia"	"disease"
"22789"	"C3496337"	"Idiopathic Nephrotic Syndrome"	"disease"
"22790"	"C3496493"	"Galectin-3 measurement"	"phenotype"
"22791"	"C3496549"	"Male Germ Cell Tumor"	"disease"
"22792"	"C3501249"	"Nephrotic Syndrome, Congenital, With Ocular Abnormalities And Congenital Myasthenic Syndrome"	"phenotype"
"22793"	"C3501265"	"Deafness, Sensorineural, with Hypertrophic Cardiomyopathy"	"disease"
"22794"	"C3501372"	"Mitochondrial Dna Depletion Syndrome, Encephalomyopathic Form, With Methylmalonic Aciduria, Autosomal Recessive"	"disease"
"22795"	"C3501611"	"Mental Retardation, X-Linked Nonsyndromic"	"disease"
"22796"	"C3501647"	"Glutathione Peroxidase Deficiency, Hemolytic Anemia possibly due to"	"disease"
"22797"	"C3501679"	"Bleeding Disorder due to Defective Thromboxane A2 Receptor"	"disease"
"22798"	"C3501830"	"Microcephaly, Primary Autosomal Recessive, 2"	"disease"
"22799"	"C3501835"	"alpha-1-Antitrypsin Deficiency, Autosomal Recessive"	"disease"
"22800"	"C3501843"	"Nonmedullary Thyroid Carcinoma"	"disease"
"22801"	"C3501844"	"Familial Nonmedullary Thyroid Cancer"	"disease"
"22802"	"C3501846"	"Noonan-Like Syndrome With Loose Anagen Hair"	"disease"
"22803"	"C3501847"	"Night blindness, congenital stationary, type 1"	"disease"
"22804"	"C3501848"	"Nephrosis, congenital"	"disease"
"22805"	"C3501854"	"Leukemia, Acute, X-Linked"	"disease"
"22806"	"C3501858"	"Muscular Dystrophy, Limb-Girdle, Type 1D"	"disease"
"22807"	"C3501891"	"Mitochondrial DNA Depletion Syndrome, Myopathic Form"	"disease"
"22808"	"C3501899"	"Epiphyseal Dysplasia, Multiple, with Myopathy"	"disease"
"22809"	"C3501912"	"Cerebrocostomandibular-Like Syndrome"	"disease"
"22810"	"C3501946"	"Microcephaly with Chorioretinopathy, Autosomal Dominant"	"disease"
"22811"	"C3502051"	"Thrombophilia, Hereditary, Due To Protein S Deficiency, Autosomal Recessive"	"disease"
"22812"	"C3502052"	"Thrombophilia, Hereditary, Due To Protein S Deficiency, Autosomal Dominant"	"disease"
"22813"	"C3502054"	"Leukodystrophy, Dysmyelinating, with Oligodontia"	"disease"
"22814"	"C3502073"	"Woolly Hair, Autosomal Recessive"	"disease"
"22815"	"C3502075"	"Multiple Mitochondrial Dysfunctions Syndrome"	"disease"
"22816"	"C3502105"	"Dyskeratosis Congenita, Autosomal Recessive"	"disease"
"22817"	"C3502107"	"Breastfeeding Jaundice"	"disease"
"22818"	"C3502110"	"Homocystinuria, Pyridoxine-Responsive"	"disease"
